,href,title,alt_title,date,text
71,https://www.garant.ru/news/1723591/,Перечень оснований для лишения мигрантов гражданства РФ планируют уточнить,Перечень оснований для лишения мигрантов гражданства РФ планируют уточнить, 5 июня 2024,"Группа депутатов во главе с   и   внесла в Госдуму пакет законопроектов об ужесточении миграционной политики. Первым документом  предлагается включить в норму, посвященную основаниям прекращения российского гражданства для мигрантов и их родственников, упоминание о пособничестве. Речь идет о пособничестве в совершении ряда тяжких преступлений, в том числе террористической и экстремистской направленности. Кроме того, планируется снять ограничение на срок давности, действующий в отношении лишения гражданства РФ, приобретенного на основании поддельных, подложных или недействительных документов (сейчас он составляет 10 лет). Действие этой нормы хотят сделать бессрочным. Также авторы инициативы считают необходимым прекращать гражданство не только самого лица, получившего его по подложным документам или ложным сведениям, но и его родственников, которые получали российское гражданство вслед за ним в упрощенном порядке. ""Предлагаемая законопроектом новация о бессрочности основания для лишения гражданства лиц, предоставивших поддельный сертификат о знании русского языка, истории и основ законодательства, будет в большей степени способствовать становлению правового поля в сфере миграционной политики. Кроме того, следование судьбе нелегально получившего гражданство РФ родственника поможет разрешить проблему с наплывом нерусскоговорящих мигрантов, представляющих реальную угрозу общественной безопасности в РФ"", – подчеркивается в пояснительной записке к документу. В свою очередь, вторым законопроектом  планируется расширить административную ответственность за нарушение требований к проведению экзамена по русскому языку как иностранному, истории России и основам законодательства РФ для мигрантов. Речь идет о дополнении действующих норм санкциями за: Депутаты уверены, что такие меры позволят устранить коррупционную составляющую при выдаче сертификатов и последующем получении гражданства РФ. Напомним, ранее та же группа депутатов предлагала   на приобретение огнестрельного, охотничьего оружия для лиц с двойным и множественным гражданством. _____________________________  С текстом законопроекта № 640557-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы.    С текстом законопроекта № 640657-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
72,https://www.garant.ru/news/1719211/,МВД России разъяснило правила миграционного учета иностранцев,МВД России разъяснило правила миграционного учета иностранцев,16 мая 2024,"МВД разъяснило правила и порядок миграционного учета иностранных граждан и лиц без гражданства (далее - иностранные граждане, иностранцы) на территории России. Обязанность по постановке иностранца на миграционный учет может возлагаться на него самого или на принимающую сторону.   признается   стороной в том случае, когда он предоставляет иностранцу жилое или иное помещение для фактического проживания (  и  ). МВД сообщает, что иностранный гражданин может быть поставлен на учет по месту пребывания по адресу организации, если он одновременно: осуществляет в такой организации  ;  по   или   организации, не имеющем адресных данных, в том числе временном (строительный вагончик, бытовка, хозяйственное помещение и пр.). Организация-работодатель, являющаяся принимающей стороной, обязана принять меры к постановке иностранного гражданина на миграционный учет, направив   о его прибытии в территориальное подразделение МВД России по вопросам миграции. Сделать это можно: По общему правилу уведомление должно быть подано не позднее   со дня прибытия иностранца. МВД  , в отношении каких категорий иностранных граждан установлены   подачи уведомления: Также в Министерстве сообщили, кто подает уведомление в случае заключения организацией   или субподряда с другой организацией:  если договор (трудовой или гражданско-правовой) заключается иностранцем с организацией-заказчиком и помещение для проживания предоставляется организацией-заказчиком, то уведомление представляется  ;  если договор заключается иностранцем с организацией-исполнителем и помещение для проживания предоставляется организацией-исполнителем, уведомление представляется  ;  если договор заключается иностранцем с организацией-заказчиком, однако помещение для проживания предоставлено организацией-исполнителем, уведомление представляется  .  В уведомлении указывается не только адрес организации, но и адрес фактического места нахождения иностранца."
73,https://www.garant.ru/news/1723822/,Депутаты предлагают ужесточить для мигрантов правила выдачи сертификатов о владении русским языком,Депутаты предлагают ужесточить для мигрантов правила выдачи сертификатов о владении русским языком, 6 июня 2024,"6 июня в Госдуму поступил законопроект с поправками в  . Он касается вопросов выдачи мигрантам сертификатов о владении русским языком, знании истории России и основ законодательства. Последние требуются для получения разрешения на временное проживание, патента или трудоустройства в РФ. По мнению авторов инициативы , выдачей иностранцам таких сертификатов могут заниматься только государственные образовательные организации, включенные в утвержденный Минобрнауки России перечень. Причем делать это они должны самостоятельно – без привлечения для проведения экзамена сторонних частных образовательных организаций на основании гражданско-правовых договоров. ""Мы видели в социальных сетях сотни сообщений возмущенных людей о том, как мигранты покупают себе сертификаты, не разбирая ни одного слова на русском языке. Результатом этой откровенно преступной деятельности становятся анклавы приезжих, позволяющих себе агрессивное отношение к нашим гражданам. Мы все хотим жить в комфортной и безопасной стране, ходить по улицам без опаски. Все мошеннические схемы, позволяющие получить гражданство или разрешение на работу, необходимо жестко пресечь. Один из этапов – исключить частные конторы, которые за взятки рисуют результаты экзаменов для мигрантов"", – отметил один из авторов законопроекта, депутат Госдумы  . По данным МВД России, в 2023 году число выданных иностранным гражданам разрешений на работу выросло на 24% до 99,1 тыс. штук, а количество патентов – на 3,6% до 2,3 млн. На начало 2024 года в России насчитывается около 7,66 млн трудовых мигрантов. При этом Минэкономразвития России прогнозирует, что в ближайшие три года ежегодный миграционный прирост будет интенсивнее и ускорится до 216-227 тыс. человек в год. Парламентарии уверены, что принятие поправок позволит пресечь незаконное пребывание мигрантов в России. А тем самым и минимизировать реальную угрозу нанесения ущерба конституционному строю и безопасности нашего государства. Если законопроект одобрят, предусмотренные им поправки начнут действовать через 180 дней после официального опубликования. При этом уже выданные сертификаты менять не придется – они останутся действительными до окончания срока их действия. В свою очередь, депутат Госдумы  выступает за создание независимой миграционной службы. Он считает, что с учетом высокой коррупциогенности проводить миграционную политику и контролировать исполнение должны разные, независимые друг от друга структуры. ""Нынешняя схема, при которой миграционная служба находится внутри системы МВД России, которая при этом еще и отвечает за борьбу с преступлениями в этой сфере, показала свою неэффективность"", – подчеркнул парламентарий. Он уверен, что вывод миграционной службы из состава МВД позволит более эффективно бороться с преступностью среди приезжих. По мнению парламентария, новую службу необходимо поставить под жесткий контроль прокуратуры, Следственного комитета РФ, полиции и общественности. ""Тогда будет значительно проще навести порядок"", – заключил Сергей Миронов. Свою идею он аргументировал тем, что, по данным Следственного комитета РФ, за четыре месяца 2024 года количество тяжких деяний, совершенных мигрантами, выросло на 13%, и в целом число преступлений, совершенных лицами, незаконно находящимися на территории страны, возросло более чем втрое. _____________________________  С текстом законопроекта № 642294-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
74,https://www.garant.ru/news/1720764/,Получившим повестку россиянам могут запретить выдавать загранпаспорта,Получившим повестку россиянам могут запретить выдавать загранпаспорта,27 мая 2024,"Дипломатические представительства и консульства РФ могут перестать оформлять заграничные паспорта гражданам, получившим повестку в военкомат. Соответствующий проект  опубликован на федеральном портале проектов нормативных правовых актов. Ограничение коснется граждан, подлежащих призыву на военную службу, сведения о которых размещены в реестре повесток и в отношении которых установлен запрет на выезд. Им для получения паспорта потребуется сперва явиться в военкомат. Для тех же, кто уже призван на службу (в том числе альтернативную гражданскую службу), запрет продлиться до окончания ее срока. При этом отметим, в документе не указано, распространяется ли данное основание на мобилизационные повестки или речь идет лишь о срочной службе. ""В проекте учтены изменения, которые произошли в действующем законодательстве, касающиеся оформления документов, удостоверяющих личность российских граждан за пределами территории РФ, а также важнейшие моменты практического опыта работы загранучреждений на этом направлении"", – подчеркивается в пояснительной записке. Общественное обсуждение проекта продлится до 3 июня 2024 года. Напомним, что осенний призыв в армию в 2024 году должен   с использованием  . О весеннем призыве, который продлится до 15 июля этого года, читайте в  .  Недавно     порядок выезда за рубеж граждан с допуском к гостайне. _____________________________  С текстом проекта ведомственного акта "" "" и материалами к нему можно ознакомиться на федеральном портале проектов нормативных правовых актов (ID: 01/02/05-24/00147797)."
75,https://www.garant.ru/news/1725958/,За помощь в незаконном получении гражданства РФ предлагают лишать свободы,За помощь в незаконном получении гражданства РФ предлагают лишать свободы,18 июня 2024,"В Уголовном кодексе может появиться отдельная статья с санкциями за организацию нелегальной деятельности, повлекшей незаконное приобретение российского гражданства. Соответствующие изменения в   разработала группа депутатов во главе с  . Законопроект  сегодня внесен в Госдуму. Согласно поправкам, организация такой деятельности будет грозить лишением свободы на срок до 5 лет с ограничением свободы до 2 лет или без такового. Более жесткие санкции предусмотрены за то же деяние, совершенное: группой лиц по предварительному сговору или организованной группой; в целях совершения преступления на территории России; лицом с использованием своего служебного положения. В этом случае речь идет уже о лишении свободы на срок до 7 лет со штрафом до 500 тыс. руб. или в размере зарплаты или иного дохода осужденного за период до 3 лет либо без такового и с ограничением свободы на срок до 2 лет или без такового. Депутаты считают особенно важным повысить эффективность мер борьбы с незаконной миграцией в условиях проведения СВО. Они отмечают, что сейчас в деятельность по незаконному получению иностранцами гражданства вовлечены не только коррумпированные должностные лица, но и обычные граждане. Первые незаконно выдают сертификаты о владении русским языком, знании истории России и основ законодательства РФ, а вторые – за плату предоставляют возможность фиктивной регистрации в своих квартирах, заключают фиктивные браки с иностранцами или устанавливают фиктивное отцовство для получения российского гражданства. Введение уголовной ответственности за такие деяния должна минимизировать случаи их совершения. _____________________________  С текстом законопроекта № 649930-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
76,https://www.garant.ru/news/1726117/,Рособрнадзор усилит контроль за знанием русского языка мигрантами,Рособрнадзор усилит контроль за знанием русского языка мигрантами,20 июня 2024,"Речь идет о проверке иностранцев, на которых в течение квартала поступит не менее трех обращений о незнании ими русского языка. Соответствующий документ опубликован на официальном интернет-портале правовой информации ( ). Согласно новому индикатору, Рособрнадзор будет учитывать поступающую в течение квартала информацию от МВД России о трех и более фактах незнания мигрантом русского языка при наличии у него сертификата. Напомним, что для работы в РФ иностранный гражданин обязан   владение русским языком, знание истории России и основ законодательства РФ специальным документом, а именно:"
77,https://www.garant.ru/news/1726798/,МВД России обновило правила дактилоскопической регистрации иностранцев,МВД России обновило правила дактилоскопической регистрации иностранцев,25 июня 2024,"С 23 июня 2024 г. действует новый порядок дактилоскопической регистрации и фотографирования трудовых мигрантов, а также иностранцев, приезжающих в Россию в иных целях на срок более 90 дней ( ). Паспортно-визовый сервис МВД и Московский миграционный центр будут оказывать содействие МВД при проведении регистрации. Иностранцы смогут пройти ее за пределами России, если соответствующее государство входит в утвержденный Правительством РФ перечень. Уточнен порядок прохождения самих процедур. Прежний   утратит силу. Утверждение нового порядка обусловлено принятием   от 25 декабря 2023 № 648-ФЗ, который вступает в силу также с 23 июня 2024 г. Законом предусмотрена, в частности, возможность прохождения иностранцами, желающими въехать в Россию в целях, не связанных с осуществлением трудовой деятельности, либо в целях осуществления трудовой деятельности, дактилоскопической регистрации и фотографирования на территории иностранных государств, перечень которых устанавливается Правительством РФ."
78,https://www.garant.ru/news/1728414/,Новые размеры госпошлин с 1 июля 2024 года,Новые размеры госпошлин с 1 июля 2024 года, 1 июля 2024,"С начала месяца вступают в силу поправки в   об увеличении размеров госпошлин за некоторые действия. Изменения касаются выдачи загранпаспортов и оформления отдельных документов для мигрантов и беженцев (п. 16 ст. 2 Федерального закона от 27 ноября 2023 г. № 539-ФЗ "" "").  Можно ли вернуть часть госпошлины, если она была уплачена в большем размере, чем это предусмотрено НК РФ? Узнайте из материала ""Возврат (зачет) государственной пошлины"" в   в системе ГАРАНТ. Получите   на 3 дня бесплатно!  Кроме того, вырастет сумма госпошлины за выдачу разрешений на привлечение и использование иностранных работников. Она повысится с 10 тыс. до 12 тыс. руб.  выдачу приглашения на въезд в РФ – ее размер увеличится с "
79,https://www.garant.ru/news/1736305/,Беженцам хотят упростить процесс восстановления личных документов,Беженцам хотят упростить процесс восстановления личных документов, 8 июля 2024,"В законе может появиться новое основание обращения в суд для установления факта госрегистрации акта гражданского состояния. Речь идет о случаях, когда нет возможности истребовать личные документы с территории иностранного государства. В Госдуму внесен соответствующий законопроект . Предлагается дополнить п. 2 ст. 74 Федерального закона от 15 ноября 1997 г. № 143-ФЗ "" "" нормой, разрешающей уполномоченным органам направлять сообщения в суд об установлении факта госрегистрации акта гражданского состояния. Такое право могут получить: Если закон примут, то с 1 января 2025 года восстановление записей актов гражданского состояния по таким сообщениям будет осуществляться на основании вступившего в законную силу решения суда. ""Заявители на основании вступившего в законную силу решения суда и в соответствии с актовой записью, составленной в ФГИС ЕГР ЗАГС, смогут получить свидетельство о регистрации акта гражданского состояния с отметкой ""восстановленный"", – отмечается в пояснительной записке. Законопроект разработан, в большей степени, для граждан, чьи личные документы (свидетельства о рождении, о заключении брака, о рождении несовершеннолетнего ребенка и т. д.) остались на территории Украины. Это касается как россиян, имеющих записи актов гражданского состояния, составленные ранее за пределами территории РФ, так и имеющих статус беженца иностранных граждан (граждан Украины), лиц без гражданства, проживающих сейчас на территории России. Истребовать документы в обычном порядке пока не получается, так как из-за СВО прерваны почтовые сообщения с Украиной. Инициатор поправок – Мособлдума приводит данные статистики, согласно которым за полтора года (2022 – первое полугодие 2023 годов) в органах ЗАГС Московской области было зарегистрировано более 3,5 тыс. обращений по истребованию документов с территории Украины. _____________________________  С текстом законопроекта № 665344-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
80,https://www.garant.ru/news/1736535/,Госдума поддержит законопроект о депортации мигрантов за правонарушения,Госдума поддержит законопроект о депортации мигрантов за правонарушения, 9 июля 2024,"Речь идет о законодательной инициативе, разработанной МВД России. Она предусматривает включение в 20 статей   санкции в виде выдворения из России мигрантов-нарушителей. Об этом сегодня сообщается на сайте нижней палаты парламента. Поправки  касаются правонарушений в области общественного порядка и общественной безопасности, включая деяния экстремистской направленности. В их числе: При этом в некоторых статьях, санкции которых дополняются административным выдворением за пределы РФ, такое наказание станет не дополнительным к штрафу, а основным вместо него. Это связано с тем, что отдельные составы уже помимо штрафа предусматривают дополнительное наказание в виде конфискации орудия совершения или предмета административного правонарушения. А в силу   виновному лицу за одно административное правонарушение не может быть назначено два и более дополнительных наказаний. Кроме того, документ предусматривает увеличение размеров штрафа для ряда правонарушений в области защиты Госграницы России и обеспечения режима пребывания иностранных граждан или лиц без гражданства на территории нашей страны. Одновременно с 3-5 тыс. до 5-7 тыс. руб. может возрасти и штраф за уклонение иностранного гражданина или лица без гражданства от исполнения наказания в виде административного выдворения за пределы РФ в форме контролируемого самостоятельного выезда. А за представление при осуществлении миграционного учета заведомо ложных сведений либо подложных документов штраф могут поднять с 2-5 тыс. до 4-7 тыс. руб. (в Москве, Санкт-Петербурге, Московской и Ленинградской областях – с 5-7 тыс. до 7-9 тыс. руб.). Напомним, административное выдворение иностранных граждан или лиц без гражданства за пределы России заключается в принудительном и контролируемом их перемещении через Госграницу РФ за пределы страны. Сейчас такое наказание предусмотрено для мигрантов, например, за незаконный оборот наркотиков, за их потребление, за нарушение правил въезда в Россию или режима пребывания в стране, за незаконное осуществление трудовой деятельности в РФ и т. д. Это наказание чаще всего применяется в дополнение к штрафу, но может использоваться и в качестве основной санкции. По данным МВД России, за 2020-2023 годы в среднем иностранцами ежегодно совершается свыше 235 тыс. административных правонарушений. И этом без учета нарушений в сфере миграции, транспорта и безопасности дорожного движения. Пока устойчивой тенденции к снижению этого показателя нет (2020 год – 208,6 тыс., 2021 год – 276,4 тыс., 2022 год – 249,9 тыс., 2023 год – 206,6 тыс.). Ожидается, что принятие поправок позволит повысить эффективность и оперативность удаления за пределы России иностранцев, представляющих угрозу общественной безопасности и правопорядку. А ужесточение санкций для них послужит профилактикой совершения новых правонарушений.  заверил, что Госдума поддержит законопроект. А также будет в кратчайшие сроки рассматривать другие предложения, касающиеся совершенствования миграционного законодательства, поступающие от кабмина, министерств и ведомств. _____________________________  С текстом законопроекта ""О внесении изменений в Кодекс Российской Федерации об административных правонарушениях"" и материалами к нему можно ознакомиться на федеральном портале проектов нормативных правовых актов (ID: 01/05/07-24/00148940)."
81,https://www.garant.ru/news/1743496/,Для мигрантов могут ввести госпошлину за сертификат о знании русского языка,Для мигрантов могут ввести госпошлину за сертификат о знании русского языка,25 июля 2024,"На официальном сайте партии ЛДПР размещена инициатива по введению госпошлины за выдачу сертификата о знании мигрантами русского языка, истории и основ законодательства РФ. Соответствующий законопроект перед внесением в Госдуму будет направлен на заключение Правительства РФ 25 июля. Согласно проекту размер госпошлины составит 3 тыс. руб. Напомним, что в настоящее время сам сертификат выдается бесплатно ( ), но за прохождение экзамена придется заплатить. Максимальный размер стоимости услуги по проведению экзамена составляет 5 900 руб. для получения разрешения на временное проживание или вида на жительство и 3 800 руб. для получения разрешения на работу либо патента ( ). Выдаются сертификаты государственными или частными образовательными организациями из утвержденного перечня Минобрнауки России. Предполагается, что доходы от госпошлины будут засчитываться в местные бюджеты по месту регистрации или по фактическому месту проживания иностранных граждан. Это позволит обеспечить дополнительный сбор средств в бюджет муниципалитетов, который может быть направлен на финансирование ключевых сфер жизни их жителей."
82,https://www.garant.ru/news/1735879/,За организацию незаконной миграции будут конфисковывать имущество,За организацию незаконной миграции будут конфисковывать имущество, 5 июля 2024,"Парламентарии во главе с депутатом Госдумы   и сенатором   предлагают дополнить перечень преступлений, при совершении которых возможна конфискация имущества. Соответствующий законопроект  опубликован на официальном сайте Госдумы. Изменения планируется внести в  , добавив к существующему перечню   (""Организация незаконной миграции""). При этом ответственность будет наступать только в случае совершения этого преступления из корыстных побуждений. В пояснительных материалах приводится статистика МВД России с количеством совершенных преступлений по  . Так, в 2023 году зарегистрировано 1 941 преступление, предусмотренное ст. 322.1, из них по части первой – 1 114, по части второй – 827. В течение января – марта 2024 года зарегистрировано 580 преступлений, предусмотренных ст. 322.1 (+75,5%), из них по части первой – 261 (+42,6%), по части второй  319 (+98,1%). По законопроекту имеются отзывы Правительства РФ и Верховного Суда РФ. Кабмин поддержал его, отметив в своем заключении, помимо прочего, что применение конфискации имущества целесообразно предусмотреть не только при наличии квалифицирующих признаков преступления, указанных в  , но и при совершении преступления, предусмотренного   этой статьи. Судебная инстанция также поддержала введение поправок, указав, что учитывая направленность законодательной инициативы на противодействие организации незаконной миграции, замечаний и предложений не имеется. _____________________________  С текстом законопроекта № 664465-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
83,https://www.garant.ru/news/1736954/,Повысить налоги вдвое предлагают россиянам с гражданством недружественных стран,Повысить налоги вдвое предлагают россиянам с гражданством недружественных стран,11 июля 2024,"В   хотят включить статью об особенностях налогообложения физических лиц с множественным гражданством. Речь идет о повышении в два раза налоговых ставок по НДФЛ, налогам на транспорт и на имущество физических лиц. В Госдуму поступил соответствующий законопроект . Документ связан с ранее внесенной инициативой , предусматривающей поправки в Федеральный закон от 28 апреля 2023 г. № 138-ФЗ "" "". Они касаются натурализованных граждан РФ (которые получили гражданство не по рождению), имеющих двойное или множественное гражданство иностранных государств, а также россиян, вступивших в гражданство таких государств или сохранивших его. Если законопроект примут, такие лица должны будут выйти из гражданства другого государства в течение полугода со дня приобретения гражданства РФ или вступления в силу закона – 1 января 2026 года. В противном случае натурализованных граждан РФ лишат российского гражданства, а к россиянам, приобретшим гражданство РФ по рождению, будут применять дискриминационный режим налогообложения – удвоенные налоговые ставки. Поправки касаются только лиц, имеющих гражданство недружественных государств. Они не распространяются на граждан Белоруссии, Абхазии и Южной Осетии. ""В условиях проведения СВО агрессивное давление некоторых зарубежных государств становится дестабилизирующим фактором для отечественной государственности. Кроме того, террористическая угроза, в том числе со стороны отдельных стран постсоветского пространства, также представляет особую опасность для российского государства и общества"", – отмечается в пояснительной записке к законопроектам. Также авторы обращают внимание на то, что такая мера не ухудшит финансового положения граждан РФ по рождению, утративших хозяйственную связь с Россией и ставших налоговыми резидентами других государств. А удвоение ставок налогообложения для тех, кто не желает выходить из гражданства недружественных государств, будет способствовать увеличению доходной части бюджета РФ. _____________________________  С текстом законопроекта № 667678-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы.    С текстом законопроекта № 669780-8 "" "" и материалами к нему можно ознакомиться на официальном сайте Госдумы."
